Ticker,Annualized_Return_%,Volatility_%,Sharpe_Ratio
TSLA,28.12612634463652,62.80630640407803,0.4159793473054824
NVDA,66.57214940989824,51.0002083625,1.2661154039005373
AMD,27.620498503992515,54.053149783910946,0.4739871516538064
INTC,-9.387239395773234,57.50415001101183,-0.19802465376138279
