Date,AAPL,GOOGL,MSFT,AMZN
2020-01-03,-0.009769461878761548,-0.005245121542509631,-0.01252988110461328,-0.012213314472679244
2020-01-06,0.007936663472166344,0.0263051092918905,0.0025816273684398463,0.014775871094842
2020-01-07,-0.004713678104545563,-0.0019336244396338882,-0.009159540506268342,0.002089436023074214
2020-01-08,0.015957800816929244,0.007092564529826259,0.015802861204064426,-0.007839287338238396
2020-01-09,0.021018281408632045,0.010443152247252249,0.012415338098519206,0.0047876954600311996
2020-01-10,0.002258162466027057,0.006438164187181035,-0.004637806822981248,-0.009455156242405702
2020-01-13,0.02113938232440786,0.007716888479249119,0.011952688165596883,0.0043132627393767525
2020-01-14,-0.013595394381287098,-0.006576977395241178,-0.007068036983768316,-0.011625527046359843
2020-01-15,-0.004294593187870594,0.006000458721658387,0.006455258807220783,-0.003977024437111101
2020-01-16,0.012448652661187134,0.0075865497156483745,0.01815773143408857,0.008513567549042408
2020-01-17,0.0110099828937651,0.020043742203701552,0.005580743080466883,-0.007064556764163625
2020-01-21,-0.00679977108503449,0.0018435160478036338,-0.003597114917238079,0.014523546068980422
2020-01-22,0.00356333257238117,0.0010923249724900403,-0.004816272856464817,-0.0024024329949913796
2020-01-23,0.004804085555477015,0.0005523383117263393,0.00613695884433234,-0.0015270766138826273
2020-01-24,-0.0028859988772676538,-0.012552303983925714,-0.010127952833653866,-0.012247117354347813
2020-01-27,-0.029846325523756708,-0.023769954297478753,-0.016864772177961628,-0.018049378179086813
2020-01-28,0.027896488375968812,0.013024770263270286,0.01940651446383888,0.013532388730052893
2020-01-29,0.020716475275308795,0.004265173596481372,0.015472471782164094,0.002559818728975466
2020-01-30,-0.001450173193900363,-0.001683369775280215,0.02781720333244564,0.00680130777131683
2020-01-31,-0.045351634236943536,-0.014873587180571883,-0.01486871086248982,0.07119570893188107
2020-02-03,-0.0027502354849710253,0.0341807027366223,0.024086303769298326,-0.002252704013802056
2020-02-04,0.03248047791018028,-0.025404296735914107,0.03238649607032588,0.022433811849720944
2020-02-05,0.008121244443965673,0.0004426219850495202,-0.0012221949962443076,-0.004792703414039184
2020-02-06,0.011629029072254594,0.020479745301072112,0.02052180768306833,0.005065879625856511
2020-02-07,-0.013685964315160722,0.0021250149804574806,0.0014148406685489305,0.014069692433392624
2020-02-10,0.004738405558872199,0.019781557048691716,0.02582076233890591,0.02593435798738784
2020-02-11,-0.006051643408113339,0.0009274240737675426,-0.022834383200742176,0.007883866478429244
2020-02-12,0.023469987487125,0.005659264380115255,0.001462750159225835,0.004268347229322045
2020-02-13,-0.00714659468250215,-0.0034564819721243215,-0.005428320193635581,-0.004700848772083054
2020-02-14,0.0002467072818977213,0.0035221393596586376,0.008887471121601365,-0.007001620314183051
2020-02-18,-0.018480498305787414,0.0004675703917426167,0.010091585473962413,0.00969583372641929
2020-02-19,0.014378776415201825,0.0035671845687364817,0.002994715509031496,0.006726973190216665
2020-02-20,-0.010311924283865312,-0.005180989214926658,-0.015388956893724534,-0.007919906743473367
2020-02-21,-0.02289521922638882,-0.02235101457706105,-0.032122924768277036,-0.02689219882130043
2020-02-24,-0.04866534945103621,-0.04381883209575056,-0.04407270644418004,-0.042235023870589
2020-02-25,-0.034459081986725544,-0.023905400428452604,-0.016639383205627863,-0.018357980231590378
2020-02-26,0.0157391227166476,0.00298904922893484,0.012417201107235768,0.0034663008478506324
2020-02-27,-0.0676026654260194,-0.05584332633862658,-0.07306430390873342,-0.049333390430740226
2020-02-28,-0.0005850216515837273,0.018311158188811422,0.02392438703709059,-0.0002918893180325476
2020-03-02,0.08901823346379721,0.034543118920880224,0.06441893188893437,0.03658851566405863
2020-03-03,-0.03227465925094895,-0.035686280077894886,-0.049105626934098694,-0.023278669366774255
2020-03-04,0.04534087131946779,0.032275674418945625,0.036057261918669134,0.03441420829326915
2020-03-05,-0.03297458079394463,-0.049588214441871406,-0.02541550240483962,-0.02656658154602768
2020-03-06,-0.01336925193089859,-0.014572104581478593,-0.02867455425922617,-0.011994572145720599
2020-03-09,-0.08239511180340311,-0.06368785797510725,-0.0701784683946347,-0.05430184971456644
2020-03-10,0.0695463041150483,0.0476854769726848,0.06614711725674409,0.04941384267449418
2020-03-11,-0.035347907040758283,-0.05171565257703339,-0.04636026322020778,-0.03823045590680999
2020-03-12,-0.10397780377411167,-0.0856084857542341,-0.09964156872139245,-0.08253503819368388
2020-03-13,0.11315759026239915,0.0883876300367643,0.13292902175533947,0.06264454451479513
